#ID	chr	strand	C1Start	C1End	AStart	AEnd	C2Start	C2End	trans_ID:exon#:trans_length	genes
chr21:+:KCNJ15:RefSeq_tri175145:v1	chr21	+	39628968	39629107	39668848	39668945	39670066	39670204	NM_001276435:2-4:3048,	KCNJ15,
chr21:+:KCNJ15:RefSeq_tri175146:v1	chr21	+	39628968	39629107	39668848	39668945	39671166	39673746	NM_001276439:2-4:2928,NM_002243:2-4:2909,	KCNJ15,
chr21:+:KCNJ15:RefSeq_tri175147:v1	chr21	+	39629026	39629107	39668848	39668945	39671166	39673746	NM_001276437:2-4:2870,	KCNJ15,
chr21:+:KCNJ15:RefSeq_tri175148:v1	chr21	+	39644342	39644479	39668848	39668945	39671166	39673746	NM_170737:1-3:2817,	KCNJ15,
chr21:+:KCNJ15:RefSeq_tri175149:v1	chr21	+	39663528	39663669	39668848	39668945	39671166	39673746	NM_001276436:3-5:3051,	KCNJ15,
chr21:+:KCNJ15:RefSeq_tri175150:v1	chr21	+	39668848	39668945	39670066	39670204	39671166	39673746	NM_001276435:3-5:3048,	KCNJ15,
chr21:+:ETS2:RefSeq_tri175151:v1	chr21	+	40177231	40177540	40177895	40178044	40181959	40182030	NM_001256295:1-3:3935,	ETS2,
chr21:+:ETS2:RefSeq_tri175152:v1	chr21	+	40177755	40178044	40181959	40182030	40184927	40185038	NM_005239:1-3:3765,	ETS2,
chr21:+:ETS2:RefSeq_tri175153:v1	chr21	+	40177895	40178044	40181959	40182030	40184927	40185038	NM_001256295:2-4:3935,	ETS2,
chr21:+:ETS2:RefSeq_tri175154:v1	chr21	+	40181959	40182030	40184927	40185038	40186197	40186316	NM_001256295:3-5:3935,NM_005239:2-4:3765,	ETS2,
chr21:+:ETS2:RefSeq_tri175155:v1	chr21	+	40184927	40185038	40186197	40186316	40186705	40186905	NM_001256295:4-6:3935,NM_005239:3-5:3765,	ETS2,
chr21:+:ETS2:RefSeq_tri175156:v1	chr21	+	40186197	40186316	40186705	40186905	40188932	40189015	NM_001256295:5-7:3935,NM_005239:4-6:3765,	ETS2,
chr21:+:ETS2:RefSeq_tri175157:v1	chr21	+	40186705	40186905	40188932	40189015	40190349	40190570	NM_001256295:6-8:3935,NM_005239:5-7:3765,	ETS2,
chr21:+:ETS2:RefSeq_tri175158:v1	chr21	+	40188932	40189015	40190349	40190570	40191427	40191690	NM_001256295:7-9:3935,NM_005239:6-8:3765,	ETS2,
chr21:+:ETS2:RefSeq_tri175159:v1	chr21	+	40190349	40190570	40191427	40191690	40193510	40193628	NM_001256295:8-10:3935,NM_005239:7-9:3765,	ETS2,
chr21:+:ETS2:RefSeq_tri175160:v1	chr21	+	40191427	40191690	40193510	40193628	40194598	40196878	NM_001256295:9-11:3935,NM_005239:8-10:3765,	ETS2,
chr21:+:WRB:RefSeq_tri175161:v1	chr21	+	40752213	40752412	40762624	40762789	40763695	40763762	NM_004627:1-3:1573,	WRB,
chr21:+:WRB:RefSeq_tri175162:v1	chr21	+	40759692	40759781	40762624	40762789	40763695	40763762	NM_001146218:1-3:1463,	WRB,
chr21:+:WRB:RefSeq_tri175163:v1	chr21	+	40762624	40762789	40763695	40763762	40765092	40765206	NM_001146218:2-4:1463,NM_004627:2-4:1573,	WRB,
chr21:+:WRB:RefSeq_tri175164:v1	chr21	+	40763695	40763762	40765092	40765206	40768792	40769815	NM_001146218:3-5:1463,NM_004627:3-5:1573,	WRB,
chr21:+:SH3BGR:RefSeq_tri175165:v1	chr21	+	40817797	40817855	40834301	40834486	40847061	40847141	NM_001001713:1-3:998,	SH3BGR,
chr21:+:SH3BGR:RefSeq_tri175166:v1	chr21	+	40823780	40824067	40834301	40834486	40847061	40847141	NM_007341:1-3:1227,	SH3BGR,
chr21:+:SH3BGR:RefSeq_tri175167:v1	chr21	+	40834301	40834486	40847061	40847141	40871749	40871841	NM_007341:2-4:1227,NM_001001713:2-4:998,	SH3BGR,
chr21:+:SH3BGR:RefSeq_tri175168:v1	chr21	+	40847061	40847141	40871749	40871841	40880925	40880954	NM_007341:3-5:1227,NM_001001713:3-5:998,	SH3BGR,
chr21:+:SH3BGR:RefSeq_tri175169:v1	chr21	+	40871749	40871841	40880925	40880954	40883607	40883736	NM_007341:4-6:1227,NM_001001713:4-6:998,	SH3BGR,
chr21:+:SH3BGR:RefSeq_tri175170:v1	chr21	+	40880925	40880954	40883607	40883736	40887015	40887433	NM_007341:5-7:1227,NM_001001713:5-7:998,	SH3BGR,
chr21:+:B3GALT5:RefSeq_tri175171:v1	chr21	+	41029254	41029393	41031680	41031839	41032487	41034815	NM_033170:1-3:2629,	B3GALT5,
chr21:+:B3GALT5:RefSeq_tri175172:v1	chr21	+	41029254	41029526	41029712	41029820	41031680	41031839	NM_033171:1-3:2871,	B3GALT5,
chr21:+:B3GALT5:RefSeq_tri175173:v1	chr21	+	41029254	41029526	41029712	41029820	41032487	41034815	NM_033172:1-3:2711,	B3GALT5,
chr21:+:B3GALT5:RefSeq_tri175174:v1	chr21	+	41029254	41029526	41031680	41031839	41032487	41034815	NM_006057:1-3:2762,	B3GALT5,
chr21:+:B3GALT5:RefSeq_tri175175:v1	chr21	+	41029712	41029820	41031680	41031839	41032487	41034815	NM_033171:2-4:2871,	B3GALT5,
chr21:+:IGSF5:RefSeq_tri175176:v1	chr21	+	41117334	41117453	41118143	41118225	41137462	41137779	NM_001080444:1-3:2066,	IGSF5,
chr21:+:IGSF5:RefSeq_tri175177:v1	chr21	+	41118143	41118225	41137462	41137779	41142843	41143142	NM_001080444:2-4:2066,	IGSF5,
chr21:+:IGSF5:RefSeq_tri175178:v1	chr21	+	41137462	41137779	41142843	41143142	41151017	41151232	NM_001080444:3-5:2066,	IGSF5,
chr21:+:IGSF5:RefSeq_tri175179:v1	chr21	+	41142843	41143142	41151017	41151232	41160094	41160115	NM_001080444:4-6:2066,	IGSF5,
chr21:+:IGSF5:RefSeq_tri175180:v1	chr21	+	41151017	41151232	41160094	41160115	41163935	41164026	NM_001080444:5-7:2066,	IGSF5,
chr21:+:IGSF5:RefSeq_tri175181:v1	chr21	+	41160094	41160115	41163935	41164026	41165461	41165540	NM_001080444:6-8:2066,	IGSF5,
chr21:+:IGSF5:RefSeq_tri175182:v1	chr21	+	41163935	41164026	41165461	41165540	41173189	41174023	NM_001080444:7-9:2066,	IGSF5,
chr21:+:PCP4:RefSeq_tri175183:v1	chr21	+	41239347	41239436	41270401	41270452	41300909	41301322	NM_006198:1-3:556,	PCP4,
chr21:+:BACE2:RefSeq_tri175184:v1	chr21	+	42539728	42540502	42598193	42598281	42609440	42609656	NM_138992:1-3:2824,NM_138991:1-3:2843,NM_012105:1-3:2993,	BACE2,
chr21:+:BACE2:RefSeq_tri175185:v1	chr21	+	42598193	42598281	42609440	42609656	42613746	42613874	NM_138992:2-4:2824,NM_138991:2-4:2843,NM_012105:2-4:2993,	BACE2,
chr21:+:BACE2:RefSeq_tri175186:v1	chr21	+	42609440	42609656	42613746	42613874	42615303	42615437	NM_138992:3-5:2824,NM_138991:3-5:2843,NM_012105:3-5:2993,	BACE2,
chr21:+:BACE2:RefSeq_tri175187:v1	chr21	+	42613746	42613874	42615303	42615437	42617889	42617990	NM_138992:4-6:2824,NM_138991:4-6:2843,NM_012105:4-6:2993,	BACE2,
chr21:+:BACE2:RefSeq_tri175188:v1	chr21	+	42615303	42615437	42617889	42617990	42622679	42622828	NM_138992:5-7:2824,NM_012105:5-7:2993,	BACE2,
chr21:+:BACE2:RefSeq_tri175189:v1	chr21	+	42615303	42615437	42617889	42617990	42629085	42629253	NM_138991:5-7:2843,	BACE2,
chr21:+:BACE2:RefSeq_tri175190:v1	chr21	+	42617889	42617990	42622679	42622828	42629085	42629253	NM_012105:6-8:2993,	BACE2,
chr21:+:BACE2:RefSeq_tri175191:v1	chr21	+	42617889	42617990	42622679	42622828	42647298	42648524	NM_138992:6-8:2824,	BACE2,
chr21:+:BACE2:RefSeq_tri175192:v1	chr21	+	42617889	42617990	42629085	42629253	42647298	42648524	NM_138991:6-8:2843,	BACE2,
chr21:+:BACE2:RefSeq_tri175193:v1	chr21	+	42622679	42622828	42629085	42629253	42647298	42648524	NM_012105:7-9:2993,	BACE2,
chr21:+:FAM3B:RefSeq_tri175194:v1	chr21	+	42688661	42688825	42694850	42694993	42710305	42710428	NM_058186:1-3:1384,	FAM3B,
chr21:+:FAM3B:RefSeq_tri175195:v1	chr21	+	42688661	42688825	42710305	42710428	42716403	42716461	NM_206964:1-3:1240,	FAM3B,
chr21:+:FAM3B:RefSeq_tri175196:v1	chr21	+	42694850	42694993	42710305	42710428	42716403	42716461	NM_058186:2-4:1384,	FAM3B,
chr21:+:FAM3B:RefSeq_tri175197:v1	chr21	+	42710305	42710428	42716403	42716461	42717613	42717663	NM_058186:3-5:1384,NM_206964:2-4:1240,	FAM3B,
chr21:+:FAM3B:RefSeq_tri175198:v1	chr21	+	42716403	42716461	42717613	42717663	42718940	42719027	NM_058186:4-6:1384,NM_206964:3-5:1240,	FAM3B,
chr21:+:FAM3B:RefSeq_tri175199:v1	chr21	+	42717613	42717663	42718940	42719027	42720519	42720651	NM_058186:5-7:1384,NM_206964:4-6:1240,	FAM3B,
chr21:+:FAM3B:RefSeq_tri175200:v1	chr21	+	42718940	42719027	42720519	42720651	42729035	42729654	NM_058186:6-8:1384,NM_206964:5-7:1240,	FAM3B,
chr21:+:MX2:RefSeq_tri175201:v1	chr21	+	42733950	42733982	42748763	42749082	42749716	42749908	NM_002463:1-3:2961,	MX2,
chr21:+:MX2:RefSeq_tri175202:v1	chr21	+	42748763	42749082	42749716	42749908	42751944	42752078	NM_002463:2-4:2961,	MX2,
chr21:+:MX2:RefSeq_tri175203:v1	chr21	+	42749716	42749908	42751944	42752078	42754337	42754491	NM_002463:3-5:2961,	MX2,
chr21:+:MX2:RefSeq_tri175204:v1	chr21	+	42751944	42752078	42754337	42754491	42762492	42762630	NM_002463:4-6:2961,	MX2,
chr21:+:MX2:RefSeq_tri175205:v1	chr21	+	42754337	42754491	42762492	42762630	42767514	42767712	NM_002463:5-7:2961,	MX2,
chr21:+:MX2:RefSeq_tri175206:v1	chr21	+	42762492	42762630	42767514	42767712	42769540	42769618	NM_002463:6-8:2961,	MX2,
chr21:+:MX2:RefSeq_tri175207:v1	chr21	+	42767514	42767712	42769540	42769618	42770824	42770946	NM_002463:7-9:2961,	MX2,
chr21:+:MX2:RefSeq_tri175208:v1	chr21	+	42769540	42769618	42770824	42770946	42771123	42771264	NM_002463:8-10:2961,	MX2,
chr21:+:MX2:RefSeq_tri175209:v1	chr21	+	42770824	42770946	42771123	42771264	42773897	42774055	NM_002463:9-11:2961,	MX2,
chr21:+:MX2:RefSeq_tri175210:v1	chr21	+	42771123	42771264	42773897	42774055	42775194	42775270	NM_002463:10-12:2961,	MX2,
chr21:+:MX2:RefSeq_tri175211:v1	chr21	+	42773897	42774055	42775194	42775270	42778671	42778925	NM_002463:11-13:2961,	MX2,
chr21:+:MX2:RefSeq_tri175212:v1	chr21	+	42775194	42775270	42778671	42778925	42779918	42780869	NM_002463:12-14:2961,	MX2,
chr21:+:MX1:RefSeq_tri175213:v1	chr21	+	42792520	42792744	42793765	42794022	42794683	42794838	NM_001144925:1-3:3392,	MX1,
chr21:+:MX1:RefSeq_tri175214:v1	chr21	+	42793765	42794022	42794683	42794838	42799133	42799231	NM_001144925:2-4:3392,	MX1,
chr21:+:MX1:RefSeq_tri175215:v1	chr21	+	42794683	42794838	42799133	42799231	42799682	42799793	NM_001144925:3-5:3392,	MX1,
chr21:+:MX1:RefSeq_tri175216:v1	chr21	+	42797978	42798190	42799133	42799231	42799682	42799793	NM_002462:1-3:2966,	MX1,
chr21:+:MX1:RefSeq_tri175217:v1	chr21	+	42798103	42798190	42799682	42799793	42803977	42804102	NM_001178046:1-3:2666,	MX1,
chr21:+:MX1:RefSeq_tri175218:v1	chr21	+	42799133	42799231	42799682	42799793	42802460	42802535	NM_002462:2-4:2966,NM_001144925:4-6:3392,	MX1,
chr21:+:MX1:RefSeq_tri175219:v1	chr21	+	42799682	42799793	42802460	42802535	42803977	42804102	NM_002462:3-5:2966,NM_001144925:5-7:3392,	MX1,
chr21:+:MX1:RefSeq_tri175220:v1	chr21	+	42799682	42799793	42803977	42804102	42807764	42807956	NM_001178046:2-4:2666,	MX1,
chr21:+:MX1:RefSeq_tri175221:v1	chr21	+	42802460	42802535	42803977	42804102	42807764	42807956	NM_002462:4-6:2966,NM_001144925:6-8:3392,	MX1,
chr21:+:MX1:RefSeq_tri175222:v1	chr21	+	42803977	42804102	42807764	42807956	42808942	42809079	NM_001178046:3-5:2666,NM_002462:5-7:2966,NM_001144925:7-9:3392,	MX1,
chr21:+:MX1:RefSeq_tri175223:v1	chr21	+	42807764	42807956	42808942	42809079	42811621	42811775	NM_001178046:4-6:2666,NM_002462:6-8:2966,NM_001144925:8-10:3392,	MX1,
chr21:+:MX1:RefSeq_tri175224:v1	chr21	+	42808942	42809079	42811621	42811775	42812814	42812952	NM_001178046:5-7:2666,NM_002462:7-9:2966,NM_001144925:9-11:3392,	MX1,
chr21:+:MX1:RefSeq_tri175225:v1	chr21	+	42811621	42811775	42812814	42812952	42813643	42813841	NM_001178046:6-8:2666,NM_002462:8-10:2966,NM_001144925:10-12:3392,	MX1,
chr21:+:MX1:RefSeq_tri175226:v1	chr21	+	42812814	42812952	42813643	42813841	42815715	42815793	NM_001178046:7-9:2666,NM_002462:9-11:2966,NM_001144925:11-13:3392,	MX1,
chr21:+:MX1:RefSeq_tri175227:v1	chr21	+	42813643	42813841	42815715	42815793	42817375	42817497	NM_001178046:8-10:2666,NM_002462:10-12:2966,NM_001144925:12-14:3392,	MX1,
chr21:+:MX1:RefSeq_tri175228:v1	chr21	+	42815715	42815793	42817375	42817497	42817927	42818068	NM_001178046:9-11:2666,NM_002462:11-13:2966,NM_001144925:13-15:3392,	MX1,
chr21:+:MX1:RefSeq_tri175229:v1	chr21	+	42817375	42817497	42817927	42818068	42821064	42821222	NM_001178046:10-12:2666,NM_002462:12-14:2966,NM_001144925:14-16:3392,	MX1,
chr21:+:MX1:RefSeq_tri175230:v1	chr21	+	42817927	42818068	42821064	42821222	42823094	42823170	NM_001178046:11-13:2666,NM_002462:13-15:2966,NM_001144925:15-17:3392,	MX1,
chr21:+:MX1:RefSeq_tri175231:v1	chr21	+	42821064	42821222	42823094	42823170	42824548	42824796	NM_001178046:12-14:2666,NM_002462:14-16:2966,NM_001144925:16-18:3392,	MX1,
chr21:+:MX1:RefSeq_tri175232:v1	chr21	+	42823094	42823170	42824548	42824796	42830455	42831141	NM_001178046:13-15:2666,NM_002462:15-17:2966,NM_001144925:17-19:3392,	MX1,
chr21:+:UMODL1:RefSeq_tri175233:v1	chr21	+	43483068	43483323	43496114	43496356	43504194	43504355	NM_001199527:1-3:5442,NM_001199528:1-3:5058,	UMODL1,
chr21:+:UMODL1:RefSeq_tri175234:v1	chr21	+	43491426	43491501	43496114	43496356	43504194	43504355	NM_001004416:1-3:4878,NM_173568:1-3:5262,	UMODL1,
chr21:+:UMODL1:RefSeq_tri175235:v1	chr21	+	43496114	43496356	43504194	43504355	43505401	43505522	NM_001004416:2-4:4878,NM_001199527:2-4:5442,NM_001199528:2-4:5058,NM_173568:2-4:5262,	UMODL1,
chr21:+:UMODL1:RefSeq_tri175236:v1	chr21	+	43504194	43504355	43505401	43505522	43508404	43508590	NM_001004416:3-5:4878,NM_001199527:3-5:5442,NM_001199528:3-5:5058,NM_173568:3-5:5262,	UMODL1,
chr21:+:UMODL1:RefSeq_tri175237:v1	chr21	+	43505401	43505522	43508404	43508590	43510408	43510548	NM_001004416:4-6:4878,NM_001199527:4-6:5442,NM_001199528:4-6:5058,NM_173568:4-6:5262,	UMODL1,
chr21:+:UMODL1:RefSeq_tri175238:v1	chr21	+	43508404	43508590	43510408	43510548	43519036	43519290	NM_001004416:5-7:4878,NM_001199527:5-7:5442,NM_001199528:5-7:5058,NM_173568:5-7:5262,	UMODL1,
chr21:+:UMODL1:RefSeq_tri175239:v1	chr21	+	43510408	43510548	43519036	43519290	43522276	43522388	NM_001004416:6-8:4878,NM_001199527:6-8:5442,NM_001199528:6-8:5058,NM_173568:6-8:5262,	UMODL1,
chr21:+:UMODL1:RefSeq_tri175240:v1	chr21	+	43519036	43519290	43522276	43522388	43523978	43524197	NM_001004416:7-9:4878,NM_001199527:7-9:5442,NM_001199528:7-9:5058,NM_173568:7-9:5262,	UMODL1,
chr21:+:UMODL1:RefSeq_tri175241:v1	chr21	+	43522276	43522388	43523978	43524197	43529672	43529809	NM_001004416:8-10:4878,NM_001199527:8-10:5442,NM_001199528:8-10:5058,NM_173568:8-10:5262,	UMODL1,
chr21:+:UMODL1:RefSeq_tri175242:v1	chr21	+	43523978	43524197	43529672	43529809	43530990	43531231	NM_001004416:9-11:4878,NM_001199528:9-11:5058,	UMODL1,
chr21:+:UMODL1:RefSeq_tri175243:v1	chr21	+	43523978	43524197	43529672	43529809	43530990	43531820	NM_001199527:9-11:5442,NM_173568:9-11:5262,	UMODL1,
chr21:+:UMODL1:RefSeq_tri175244:v1	chr21	+	43529672	43529809	43530990	43531231	43531616	43531820	NM_001004416:10-12:4878,NM_001199528:10-12:5058,	UMODL1,
chr21:+:UMODL1:RefSeq_tri175245:v1	chr21	+	43529672	43529809	43530990	43531820	43533683	43533940	NM_001199527:10-12:5442,NM_173568:10-12:5262,	UMODL1,
chr21:+:UMODL1:RefSeq_tri175246:v1	chr21	+	43530990	43531231	43531616	43531820	43533683	43533940	NM_001004416:11-13:4878,NM_001199528:11-13:5058,	UMODL1,
chr21:+:UMODL1:RefSeq_tri175247:v1	chr21	+	43530990	43531820	43533683	43533940	43535983	43536095	NM_001199527:11-13:5442,NM_173568:11-13:5262,	UMODL1,
chr21:+:UMODL1:RefSeq_tri175248:v1	chr21	+	43531616	43531820	43533683	43533940	43535983	43536095	NM_001004416:12-14:4878,NM_001199528:12-14:5058,	UMODL1,
chr21:+:UMODL1:RefSeq_tri175249:v1	chr21	+	43533683	43533940	43535983	43536095	43539221	43539434	NM_001004416:13-15:4878,NM_001199527:12-14:5442,NM_001199528:13-15:5058,NM_173568:12-14:5262,	UMODL1,
chr21:+:UMODL1:RefSeq_tri175250:v1	chr21	+	43535983	43536095	43539221	43539434	43541197	43541334	NM_001004416:14-16:4878,NM_001199527:13-15:5442,NM_001199528:14-16:5058,NM_173568:13-15:5262,	UMODL1,
chr21:+:UMODL1:RefSeq_tri175251:v1	chr21	+	43539221	43539434	43541197	43541334	43542941	43543260	NM_001004416:15-17:4878,NM_001199527:14-16:5442,NM_001199528:15-17:5058,NM_173568:14-16:5262,	UMODL1,
chr21:+:UMODL1:RefSeq_tri175252:v1	chr21	+	43541197	43541334	43542941	43543260	43546455	43546600	NM_001004416:16-18:4878,NM_001199527:15-17:5442,NM_001199528:16-18:5058,NM_173568:15-17:5262,	UMODL1,
chr21:+:UMODL1:RefSeq_tri175253:v1	chr21	+	43542941	43543260	43546455	43546600	43547116	43547352	NM_001004416:17-19:4878,NM_001199527:16-18:5442,NM_001199528:17-19:5058,NM_173568:16-18:5262,	UMODL1,
chr21:+:UMODL1:RefSeq_tri175254:v1	chr21	+	43546455	43546600	43547116	43547352	43547782	43547941	NM_001004416:18-20:4878,NM_001199527:17-19:5442,NM_001199528:18-20:5058,NM_173568:17-19:5262,	UMODL1,
chr21:+:UMODL1:RefSeq_tri175255:v1	chr21	+	43547116	43547352	43547782	43547941	43549823	43549907	NM_001004416:19-21:4878,NM_001199527:18-20:5442,NM_001199528:19-21:5058,NM_173568:18-20:5262,	UMODL1,
chr21:+:UMODL1:RefSeq_tri175256:v1	chr21	+	43547782	43547941	43549823	43549907	43557549	43557751	NM_001004416:20-22:4878,NM_001199527:19-21:5442,NM_001199528:20-22:5058,NM_173568:19-21:5262,	UMODL1,
chr21:+:UMODL1:RefSeq_tri175257:v1	chr21	+	43549823	43549907	43557549	43557751	43562206	43563105	NM_001004416:21-23:4878,NM_001199527:20-22:5442,NM_001199528:21-23:5058,NM_173568:20-22:5262,	UMODL1,
chr21:+:ABCG1:RefSeq_tri175258:v1	chr21	+	43619799	43619959	43621687	43621833	43645781	43646024	NM_207627:1-3:3119,	ABCG1,
chr21:+:ABCG1:RefSeq_tri175259:v1	chr21	+	43619922	43619959	43621687	43621833	43627056	43627096	NM_207628:1-3:3037,	ABCG1,
chr21:+:ABCG1:RefSeq_tri175260:v1	chr21	+	43621687	43621833	43627056	43627096	43645781	43646024	NM_207628:2-4:3037,	ABCG1,
chr21:+:ABCG1:RefSeq_tri175261:v1	chr21	+	43621687	43621833	43645781	43646024	43691180	43691297	NM_207627:2-4:3119,	ABCG1,
chr21:+:ABCG1:RefSeq_tri175262:v1	chr21	+	43627056	43627096	43645781	43646024	43691180	43691297	NM_207628:3-5:3037,	ABCG1,
chr21:+:ABCG1:RefSeq_tri175263:v1	chr21	+	43636187	43636298	43645781	43646024	43691180	43691297	NM_207629:1-3:2923,	ABCG1,
chr21:+:ABCG1:RefSeq_tri175264:v1	chr21	+	43639267	43639414	43645781	43646024	43691180	43691297	NM_016818:1-3:2959,NM_004915:1-3:2995,	ABCG1,
chr21:+:ABCG1:RefSeq_tri175265:v1	chr21	+	43640008	43640156	43645781	43646024	43691180	43691297	NM_207174:1-3:2960,	ABCG1,
chr21:+:ABCG1:RefSeq_tri175266:v1	chr21	+	43645781	43646024	43691180	43691297	43693413	43693545	NM_207629:2-4:2923,NM_207628:4-6:3037,NM_207627:3-5:3119,NM_207174:2-4:2960,NM_016818:2-4:2959,NM_004915:2-4:2995,	ABCG1,
chr21:+:ABCG1:RefSeq_tri175267:v1	chr21	+	43691180	43691297	43693413	43693545	43697005	43697055	NM_207629:3-5:2923,NM_207628:5-7:3037,NM_207627:4-6:3119,NM_207174:3-5:2960,NM_016818:3-5:2959,NM_004915:3-5:2995,	ABCG1,
chr21:+:ABCG1:RefSeq_tri175268:v1	chr21	+	43693413	43693545	43697005	43697055	43702384	43702529	NM_207629:4-6:2923,NM_207628:6-8:3037,NM_207627:5-7:3119,NM_207174:4-6:2960,NM_016818:4-6:2959,NM_004915:4-6:2995,	ABCG1,
chr21:+:ABCG1:RefSeq_tri175269:v1	chr21	+	43697005	43697055	43702384	43702529	43704670	43704793	NM_207629:5-7:2923,NM_207628:7-9:3037,NM_207627:6-8:3119,NM_207174:5-7:2960,NM_016818:5-7:2959,NM_004915:5-7:2995,	ABCG1,
chr21:+:ABCG1:RefSeq_tri175270:v1	chr21	+	43702384	43702529	43704670	43704793	43705990	43706104	NM_207629:6-8:2923,NM_207628:8-10:3037,NM_207627:7-9:3119,NM_207174:6-8:2960,NM_016818:6-8:2959,NM_004915:6-8:2995,	ABCG1,
chr21:+:ABCG1:RefSeq_tri175271:v1	chr21	+	43704670	43704793	43705990	43706104	43707999	43708147	NM_207629:7-9:2923,NM_207628:9-11:3037,NM_207627:8-10:3119,NM_207174:7-9:2960,NM_016818:7-9:2959,	ABCG1,
chr21:+:ABCG1:RefSeq_tri175272:v1	chr21	+	43704670	43704793	43705990	43706104	43707999	43708183	NM_004915:7-9:2995,	ABCG1,
chr21:+:ABCG1:RefSeq_tri175273:v1	chr21	+	43705990	43706104	43707999	43708147	43708321	43708422	NM_207629:8-10:2923,NM_207628:10-12:3037,NM_207627:9-11:3119,NM_207174:8-10:2960,NM_016818:8-10:2959,	ABCG1,
chr21:+:ABCG1:RefSeq_tri175274:v1	chr21	+	43705990	43706104	43707999	43708183	43708321	43708422	NM_004915:8-10:2995,	ABCG1,
chr21:+:ABCG1:RefSeq_tri175275:v1	chr21	+	43707999	43708147	43708321	43708422	43710160	43710328	NM_207629:9-11:2923,NM_207628:11-13:3037,NM_207627:10-12:3119,NM_207174:9-11:2960,NM_016818:9-11:2959,	ABCG1,
chr21:+:ABCG1:RefSeq_tri175276:v1	chr21	+	43707999	43708183	43708321	43708422	43710160	43710328	NM_004915:9-11:2995,	ABCG1,
chr21:+:ABCG1:RefSeq_tri175277:v1	chr21	+	43708321	43708422	43710160	43710328	43711202	43711302	NM_207629:10-12:2923,NM_207628:12-14:3037,NM_207627:11-13:3119,NM_207174:10-12:2960,NM_016818:10-12:2959,NM_004915:10-12:2995,	ABCG1,
chr21:+:ABCG1:RefSeq_tri175278:v1	chr21	+	43710160	43710328	43711202	43711302	43711608	43711766	NM_207629:11-13:2923,NM_207628:13-15:3037,NM_207627:12-14:3119,NM_207174:11-13:2960,NM_016818:11-13:2959,NM_004915:11-13:2995,	ABCG1,
chr21:+:ABCG1:RefSeq_tri175279:v1	chr21	+	43711202	43711302	43711608	43711766	43714652	43714770	NM_207629:12-14:2923,NM_207628:14-16:3037,NM_207627:13-15:3119,NM_207174:12-14:2960,NM_016818:12-14:2959,NM_004915:12-14:2995,	ABCG1,
chr21:+:ABCG1:RefSeq_tri175280:v1	chr21	+	43711608	43711766	43714652	43714770	43716274	43717354	NM_207629:13-15:2923,NM_207628:15-17:3037,NM_207627:14-16:3119,NM_207174:13-15:2960,NM_016818:13-15:2959,NM_004915:13-15:2995,	ABCG1,
chr21:+:UBASH3A:RefSeq_tri175281:v1	chr21	+	43823971	43824167	43826417	43826470	43829531	43829717	NM_018961:1-3:2556,NM_001243467:1-3:2225,NM_001001895:1-3:2442,	UBASH3A,
chr21:+:UBASH3A:RefSeq_tri175282:v1	chr21	+	43826417	43826470	43829531	43829717	43833133	43833331	NM_018961:2-4:2556,NM_001243467:2-4:2225,NM_001001895:2-4:2442,	UBASH3A,
chr21:+:UBASH3A:RefSeq_tri175283:v1	chr21	+	43829531	43829717	43833133	43833331	43833519	43833632	NM_018961:3-5:2556,	UBASH3A,
chr21:+:UBASH3A:RefSeq_tri175284:v1	chr21	+	43829531	43829717	43833133	43833331	43836551	43836720	NM_001243467:3-5:2225,NM_001001895:3-5:2442,	UBASH3A,
chr21:+:UBASH3A:RefSeq_tri175285:v1	chr21	+	43833133	43833331	43833519	43833632	43836551	43836720	NM_018961:4-6:2556,	UBASH3A,
chr21:+:UBASH3A:RefSeq_tri175286:v1	chr21	+	43833133	43833331	43836551	43836720	43838510	43838718	NM_001243467:4-6:2225,NM_001001895:4-6:2442,	UBASH3A,
chr21:+:UBASH3A:RefSeq_tri175287:v1	chr21	+	43833519	43833632	43836551	43836720	43838510	43838718	NM_018961:5-7:2556,	UBASH3A,
chr21:+:UBASH3A:RefSeq_tri175288:v1	chr21	+	43836551	43836720	43838510	43838718	43846806	43846929	NM_018961:6-8:2556,NM_001243467:5-7:2225,NM_001001895:5-7:2442,	UBASH3A,
chr21:+:UBASH3A:RefSeq_tri175289:v1	chr21	+	43838510	43838718	43846806	43846929	43852212	43852311	NM_018961:7-9:2556,NM_001243467:6-8:2225,NM_001001895:6-8:2442,	UBASH3A,
chr21:+:UBASH3A:RefSeq_tri175290:v1	chr21	+	43846806	43846929	43852212	43852311	43854942	43855064	NM_018961:8-10:2556,NM_001243467:7-9:2225,NM_001001895:7-9:2442,	UBASH3A,
chr21:+:UBASH3A:RefSeq_tri175291:v1	chr21	+	43852212	43852311	43854942	43855064	43857598	43857690	NM_018961:9-11:2556,NM_001243467:8-10:2225,NM_001001895:8-10:2442,	UBASH3A,
chr21:+:UBASH3A:RefSeq_tri175292:v1	chr21	+	43854942	43855064	43857598	43857690	43862562	43862706	NM_018961:10-12:2556,NM_001243467:9-11:2225,NM_001001895:9-11:2442,	UBASH3A,
chr21:+:UBASH3A:RefSeq_tri175293:v1	chr21	+	43857598	43857690	43862562	43862706	43863422	43863528	NM_018961:11-13:2556,NM_001001895:10-12:2442,	UBASH3A,
